"Date","Currency","Mean","Buy","Sell"
"06/07/2020","US DOLLAR","106.6106","106.5106","106.7106"
"03/07/2020","US DOLLAR","106.6662","106.5665","106.7659"
"02/07/2020","US DOLLAR","106.5400","106.4400","106.6400"
"01/07/2020","US DOLLAR","106.5488","106.4488","106.6488"
"30/06/2020","US DOLLAR","106.5224","106.4224","106.6224"
"29/06/2020","US DOLLAR","106.4576","106.3576","106.5576"
"26/06/2020","US DOLLAR","106.5100","106.4100","106.6100"
"25/06/2020","US DOLLAR","106.4029","106.3029","106.5029"
"24/06/2020","US DOLLAR","106.3694","106.2694","106.4694"
"23/06/2020","US DOLLAR","106.4194","106.3194","106.5194"
"22/06/2020","US DOLLAR","106.3265","106.2265","106.4265"
"19/06/2020","US DOLLAR","106.2882","106.1882","106.3882"
"18/06/2020","US DOLLAR","106.3206","106.2206","106.4206"
"17/06/2020","US DOLLAR","106.4853","106.3853","106.5853"
"16/06/2020","US DOLLAR","106.4912","106.3912","106.5912"
"15/06/2020","US DOLLAR","106.4500","106.3500","106.5500"
"12/06/2020","US DOLLAR","106.5047","106.4047","106.6047"
"11/06/2020","US DOLLAR","106.5971","106.4971","106.6971"
"10/06/2020","US DOLLAR","106.4300","106.3300","106.5300"
"09/06/2020","US DOLLAR","106.2971","106.1971","106.3971"
"08/06/2020","US DOLLAR","106.1400","106.0400","106.2400"
"05/06/2020","US DOLLAR","106.0871","105.9871","106.1871"
"04/06/2020","US DOLLAR","106.1235","106.0235","106.2235"
"03/06/2020","US DOLLAR","106.4488","106.3488","106.5488"
"02/06/2020","US DOLLAR","106.7982","106.6982","106.8982"
"29/05/2020","US DOLLAR","106.9435","106.8435","107.0435"
"28/05/2020","US DOLLAR","107.0265","106.9265","107.1265"
"27/05/2020","US DOLLAR","107.1088","107.0088","107.2088"
"26/05/2020","US DOLLAR","107.0076","106.9076","107.1076"
"22/05/2020","US DOLLAR","106.9694","106.8694","107.0694"
"21/05/2020","US DOLLAR","106.8894","106.7894","106.9894"
"20/05/2020","US DOLLAR","106.8000","106.7000","106.9000"
"19/05/2020","US DOLLAR","106.6900","106.5900","106.7900"
"18/05/2020","US DOLLAR","107.0353","106.9353","107.1353"
"15/05/2020","US DOLLAR","106.8112","106.7112","106.9112"
"14/05/2020","US DOLLAR","106.5947","106.4947","106.6947"
"13/05/2020","US DOLLAR","106.5276","106.4276","106.6276"
"12/05/2020","US DOLLAR","106.1385","106.0388","106.2382"
"11/05/2020","US DOLLAR","106.0268","105.9271","106.1265"
"08/05/2020","US DOLLAR","106.0088","105.9088","106.1088"
"07/05/2020","US DOLLAR","106.0768","105.9771","106.1765"
"06/05/2020","US DOLLAR","106.3091","106.2094","106.4088"
"05/05/2020","US DOLLAR","106.6091","106.5094","106.7088"
"04/05/2020","US DOLLAR","107.2650","107.1653","107.3647"
"30/04/2020","US DOLLAR","107.2915","107.1918","107.3912"
"29/04/2020","US DOLLAR","107.2750","107.1753","107.3747"
"28/04/2020","US DOLLAR","107.2382","107.1382","107.3382"
"27/04/2020","US DOLLAR","106.9265","106.8265","107.0265"
"24/04/2020","US DOLLAR","107.2444","107.1447","107.3441"
"23/04/2020","US DOLLAR","107.1412","107.0412","107.2412"
"22/04/2020","US DOLLAR","106.9941","106.8941","107.0941"
"21/04/2020","US DOLLAR","106.8824","106.7824","106.9824"
"20/04/2020","US DOLLAR","106.7941","106.6941","106.8941"
"17/04/2020","US DOLLAR","106.2029","106.1029","106.3029"
"16/04/2020","US DOLLAR","105.9088","105.8088","106.0088"
"15/04/2020","US DOLLAR","105.9034","105.8038","106.0031"
"14/04/2020","US DOLLAR","105.9088","105.8088","106.0088"
"09/04/2020","US DOLLAR","106.0035","105.9035","106.1035"
"08/04/2020","US DOLLAR","106.4741","106.3741","106.5741"
"07/04/2020","US DOLLAR","106.1765","106.0765","106.2765"
"06/04/2020","US DOLLAR","105.9050","105.8053","106.0047"
"03/04/2020","US DOLLAR","105.6653","105.5653","105.7653"
"02/04/2020","US DOLLAR","105.1882","105.0853","105.2912"
"01/04/2020","US DOLLAR","105.1106","105.0076","105.2135"
"31/03/2020","US DOLLAR","104.6926","104.5929","104.7924"
"30/03/2020","US DOLLAR","104.4474","104.3447","104.5500"
"27/03/2020","US DOLLAR","105.1147","105.0147","105.2147"
"26/03/2020","US DOLLAR","106.1971","106.0971","106.2971"
"25/03/2020","US DOLLAR","106.4206","106.3176","106.5235"
"24/03/2020","US DOLLAR","106.5441","106.4382","106.6500"
"23/03/2020","US DOLLAR","106.0118","105.9029","106.1206"
"20/03/2020","US DOLLAR","105.0971","104.9941","105.2000"
"19/03/2020","US DOLLAR","104.2235","104.1235","104.3235"
"18/03/2020","US DOLLAR","103.7206","103.6206","103.8206"
"17/03/2020","US DOLLAR","103.3853","103.2853","103.4853"
"16/03/2020","US DOLLAR","102.9000","102.8029","102.9971"
"13/03/2020","US DOLLAR","102.4235","102.3206","102.5265"
"12/03/2020","US DOLLAR","102.4735","102.3735","102.5735"
"11/03/2020","US DOLLAR","102.7015","102.6029","102.8000"
"10/03/2020","US DOLLAR","102.8982","102.7982","102.9982"
"09/03/2020","US DOLLAR","102.6735","102.5735","102.7735"
"06/03/2020","US DOLLAR","102.5529","102.4529","102.6529"
"05/03/2020","US DOLLAR","102.8912","102.7912","102.9912"
"04/03/2020","US DOLLAR","102.3765","102.2765","102.4765"
"03/03/2020","US DOLLAR","101.3735","101.2735","101.4735"
"02/03/2020","US DOLLAR","101.1647","101.0647","101.2647"
"28/02/2020","US DOLLAR","100.9824","100.8824","101.0824"
"27/02/2020","US DOLLAR","100.9265","100.8265","101.0265"
"26/02/2020","US DOLLAR","101.1300","101.0300","101.2300"
"25/02/2020","US DOLLAR","101.1500","101.0500","101.2500"
"24/02/2020","US DOLLAR","101.2324","101.1324","101.3324"
"21/02/2020","US DOLLAR","101.2853","101.1853","101.3853"
"20/02/2020","US DOLLAR","101.2482","101.1482","101.3482"
"19/02/2020","US DOLLAR","101.0824","100.9824","101.1824"
"18/02/2020","US DOLLAR","100.8853","100.7853","100.9853"
"17/02/2020","US DOLLAR","100.6153","100.5153","100.7153"
"14/02/2020","US DOLLAR","100.5794","100.4794","100.6794"
"13/02/2020","US DOLLAR","100.6924","100.5924","100.7924"
"12/02/2020","US DOLLAR","100.6265","100.5265","100.7265"
"10/02/2020","US DOLLAR","100.5794","100.4794","100.6794"
"07/02/2020","US DOLLAR","100.4471","100.3471","100.5471"
"06/02/2020","US DOLLAR","100.3853","100.2853","100.4853"
"05/02/2020","US DOLLAR","100.3512","100.2512","100.4512"
"04/02/2020","US DOLLAR","100.4618","100.3618","100.5618"
"03/02/2020","US DOLLAR","100.4412","100.3412","100.5412"
"31/01/2020","US DOLLAR","100.5850","100.4853","100.6847"
"30/01/2020","US DOLLAR","100.7471","100.6471","100.8471"
"29/01/2020","US DOLLAR","100.8735","100.7735","100.9735"
"28/01/2020","US DOLLAR","100.8715","100.7718","100.9712"
"27/01/2020","US DOLLAR","100.8765","100.7765","100.9765"
"27/01/2020","US DOLLAR","100.8765","100.7765","100.9765"
"24/01/2020","US DOLLAR","100.8553","100.7553","100.9553"
"23/01/2020","US DOLLAR","100.8735","100.7735","100.9735"
"22/01/2020","US DOLLAR","101.0324","100.9324","101.1324"
"21/01/2020","US DOLLAR","101.0971","100.9971","101.1971"
"20/01/2020","US DOLLAR","100.9471","100.8471","101.0471"
"17/01/2020","US DOLLAR","100.9735","100.8735","101.0735"
"16/01/2020","US DOLLAR","101.3835","101.2835","101.4835"
"15/01/2020","US DOLLAR","101.3912","101.2912","101.4912"
"14/01/2020","US DOLLAR","101.4912","101.3912","101.5912"
"13/01/2020","US DOLLAR","101.3412","101.2412","101.4412"
"10/01/2020","US DOLLAR","101.5929","101.4929","101.6929"
"09/01/2020","US DOLLAR","101.4688","101.3688","101.5688"
"08/01/2020","US DOLLAR","101.2588","101.1588","101.3588"
"07/01/2020","US DOLLAR","101.0618","100.9618","101.1618"
"06/01/2020","US DOLLAR","100.9806","100.8806","101.0806"
"03/01/2020","US DOLLAR","100.9588","100.8588","101.0588"
"02/01/2020","US DOLLAR","101.3429","101.2429","101.4429"
"31/12/2019","US DOLLAR","101.3365","101.2365","101.4365"
"30/12/2019","US DOLLAR","101.1588","101.0588","101.2588"
"27/12/2019","US DOLLAR","100.7676","100.6676","100.8676"
"24/12/2019","US DOLLAR","100.6324","100.5324","100.7324"
"23/12/2019","US DOLLAR","100.7000","100.6000","100.8000"
"20/12/2019","US DOLLAR","100.7118","100.6118","100.8118"
"19/12/2019","US DOLLAR","100.9006","100.8006","101.0006"
"18/12/2019","US DOLLAR","101.5424","101.4424","101.6424"
"17/12/2019","US DOLLAR","101.6224","101.5224","101.7224"
"16/12/2019","US DOLLAR","101.6788","101.5788","101.7788"
"13/12/2019","US DOLLAR","101.6676","101.5676","101.7676"
"11/12/2019","US DOLLAR","101.4953","101.3953","101.5953"
"10/12/2019","US DOLLAR","101.4159","101.3159","101.5159"
"09/12/2019","US DOLLAR","101.6691","101.5735","101.7647"
"06/12/2019","US DOLLAR","101.7529","101.6529","101.8529"
"05/12/2019","US DOLLAR","101.9576","101.8576","102.0576"
"04/12/2019","US DOLLAR","102.3000","102.2000","102.4000"
"03/12/2019","US DOLLAR","102.6147","102.5147","102.7147"
"02/12/2019","US DOLLAR","102.5959","102.4959","102.6959"
"29/11/2019","US DOLLAR","102.8065","102.7065","102.9065"
"28/11/2019","US DOLLAR","102.5424","102.4424","102.6424"
"27/11/2019","US DOLLAR","102.4253","102.3253","102.5253"
"26/11/2019","US DOLLAR","102.0206","101.9206","102.1206"
"25/11/2019","US DOLLAR","101.5500","101.4500","101.6500"
"22/11/2019","US DOLLAR","101.3618","101.2618","101.4618"
"21/11/2019","US DOLLAR","101.4765","101.3765","101.5765"
"20/11/2019","US DOLLAR","101.7971","101.6971","101.8971"
"19/11/2019","US DOLLAR","101.9294","101.8294","102.0294"
"18/11/2019","US DOLLAR","101.9676","101.8676","102.0676"
"15/11/2019","US DOLLAR","102.0765","101.9765","102.1765"
"14/11/2019","US DOLLAR","102.0971","101.9971","102.1971"
"13/11/2019","US DOLLAR","102.4206","102.3206","102.5206"
"12/11/2019","US DOLLAR","102.4106","102.3106","102.5106"
"11/11/2019","US DOLLAR","102.4971","102.3971","102.5971"
"08/11/2019","US DOLLAR","102.8088","102.7118","102.9059"
"07/11/2019","US DOLLAR","102.9529","102.8529","103.0529"
"06/11/2019","US DOLLAR","103.1871","103.0900","103.2841"
"05/11/2019","US DOLLAR","103.2682","103.1741","103.3624"
"04/11/2019","US DOLLAR","103.2653","103.1682","103.3624"
"01/11/2019","US DOLLAR","103.2765","103.1794","103.3735"
"31/10/2019","US DOLLAR","103.2059","103.1088","103.3029"
"30/10/2019","US DOLLAR","103.4072","103.3072","103.5072"
"29/10/2019","US DOLLAR","103.5567","103.4567","103.6567"
"28/10/2019","US DOLLAR","103.5222","103.4222","103.6222"
"25/10/2019","US DOLLAR","103.2528","103.1528","103.3528"
"24/10/2019","US DOLLAR","103.5111","103.4111","103.6111"
"23/10/2019","US DOLLAR","103.5756","103.4756","103.6756"
"22/10/2019","US DOLLAR","103.7278","103.6278","103.8278"
"18/10/2019","US DOLLAR","103.7000","103.6000","103.8000"
"17/10/2019","US DOLLAR","103.7139","103.6139","103.8139"
"16/10/2019","US DOLLAR","103.7000","103.6000","103.8000"
"15/10/2019","US DOLLAR","103.7900","103.6900","103.8900"
"14/10/2019","US DOLLAR","103.7678","103.6678","103.8678"
"11/10/2019","US DOLLAR","103.7567","103.6567","103.8567"
"09/10/2019","US DOLLAR","103.7806","103.6833","103.8778"
"08/10/2019","US DOLLAR","103.7956","103.6956","103.8956"
"07/10/2019","US DOLLAR","103.8406","103.7406","103.9406"
"04/10/2019","US DOLLAR","103.8144","103.7144","103.9144"
"03/10/2019","US DOLLAR","103.8617","103.7644","103.9589"
"02/10/2019","US DOLLAR","103.8639","103.7694","103.9583"
"01/10/2019","US DOLLAR","103.8572","103.7572","103.9572"
"30/09/2019","US DOLLAR","103.8856","103.7856","103.9856"
"27/09/2019","US DOLLAR","103.8167","103.7167","103.9167"
"26/09/2019","US DOLLAR","103.8617","103.7617","103.9617"
"25/09/2019","US DOLLAR","103.8283","103.7283","103.9283"
"24/09/2019","US DOLLAR","103.8639","103.7639","103.9639"
"23/09/2019","US DOLLAR","103.8319","103.7306","103.9333"
"20/09/2019","US DOLLAR","103.8319","103.7306","103.9333"
"19/09/2019","US DOLLAR","103.9133","103.8133","104.0133"
"18/09/2019","US DOLLAR","103.8600","103.7628","103.9572"
"17/09/2019","US DOLLAR","103.7944","103.6944","103.8944"
"16/09/2019","US DOLLAR","103.7739","103.6739","103.8739"
"13/09/2019","US DOLLAR","103.7889","103.6889","103.8889"
"12/09/2019","US DOLLAR","103.7778","103.6778","103.8778"
"11/09/2019","US DOLLAR","103.6650","103.5650","103.7650"
"10/09/2019","US DOLLAR","103.7283","103.6283","103.8283"
"09/09/2019","US DOLLAR","103.8250","103.7250","103.9250"
"06/09/2019","US DOLLAR","103.8864","103.7878","103.9850"
"05/09/2019","US DOLLAR","103.8211","103.7211","103.9211"
"04/09/2019","US DOLLAR","103.8250","103.7250","103.9250"
"03/09/2019","US DOLLAR","103.6375","103.5389","103.7361"
"02/09/2019","US DOLLAR","103.5872","103.4872","103.6872"
"30/08/2019","US DOLLAR","103.5500","103.4500","103.6500"
"29/08/2019","US DOLLAR","103.4839","103.3867","103.5811"
"28/08/2019","US DOLLAR","103.4483","103.3483","103.5483"
"27/08/2019","US DOLLAR","103.3228","103.2233","103.4222"
"26/08/2019","US DOLLAR","103.1789","103.0789","103.2789"
"23/08/2019","US DOLLAR","103.0583","102.9583","103.1583"
"22/08/2019","US DOLLAR","102.9611","102.8611","103.0611"
"21/08/2019","US DOLLAR","102.9694","102.8694","103.0694"
"20/08/2019","US DOLLAR","103.2919","103.1906","103.3933"
"19/08/2019","US DOLLAR","103.3817","103.2844","103.4789"
"16/08/2019","US DOLLAR","103.3322","103.2350","103.4294"
"15/08/2019","US DOLLAR","103.2633","103.1661","103.3606"
"14/08/2019","US DOLLAR","103.2533","103.1533","103.3533"
"13/08/2019","US DOLLAR","103.0667","102.9639","103.1694"
"09/08/2019","US DOLLAR","103.3733","103.2761","103.4706"
"08/08/2019","US DOLLAR","103.4375","103.3389","103.5361"
"07/08/2019","US DOLLAR","103.2722","103.1722","103.3722"
"06/08/2019","US DOLLAR","103.2014","103.1056","103.2972"
"05/08/2019","US DOLLAR","103.0056","102.9056","103.1056"
"02/08/2019","US DOLLAR","103.2322","103.1322","103.3322"
"01/08/2019","US DOLLAR","104.1722","104.0722","104.2722"
"31/07/2019","US DOLLAR","104.2098","104.1139","104.3056"
"30/07/2019","US DOLLAR","104.0733","103.9733","104.1733"
"29/07/2019","US DOLLAR","103.8194","103.7194","103.9194"
"26/07/2019","US DOLLAR","103.8000","103.7000","103.9000"
"25/07/2019","US DOLLAR","104.0250","103.9250","104.1250"
"24/07/2019","US DOLLAR","103.7628","103.6628","103.8628"
"23/07/2019","US DOLLAR","103.6139","103.5139","103.7139"
"22/07/2019","US DOLLAR","103.2167","103.1167","103.3167"
"19/07/2019","US DOLLAR","103.1028","103.0028","103.2028"
"18/07/2019","US DOLLAR","103.0575","102.9617","103.1533"
"17/07/2019","US DOLLAR","103.0522","102.9522","103.1522"
"16/07/2019","US DOLLAR","103.0278","102.9278","103.1278"
"15/07/2019","US DOLLAR","102.9542","102.8583","103.0500"
"12/07/2019","US DOLLAR","102.9217","102.8217","103.0217"
"11/07/2019","US DOLLAR","102.9222","102.8222","103.0222"
"10/07/2019","US DOLLAR","102.7494","102.6494","102.8494"
"09/07/2019","US DOLLAR","102.6917","102.5917","102.7917"
"08/07/2019","US DOLLAR","102.6083","102.5083","102.7083"
"05/07/2019","US DOLLAR","102.6306","102.5306","102.7306"
"04/07/2019","US DOLLAR","102.2944","102.1944","102.3944"
"03/07/2019","US DOLLAR","103.0011","102.9011","103.1011"
"02/07/2019","US DOLLAR","102.7194","102.6194","102.8194"
"01/07/2019","US DOLLAR","102.3606","102.2606","102.4606"
"28/06/2019","US DOLLAR","102.2983","102.1983","102.3983"
"27/06/2019","US DOLLAR","102.1700","102.0700","102.2700"
"26/06/2019","US DOLLAR","102.1917","102.0917","102.2917"
"25/06/2019","US DOLLAR","101.9144","101.8144","102.0144"
"24/06/2019","US DOLLAR","101.8778","101.7778","101.9778"
"21/06/2019","US DOLLAR","101.8722","101.7722","101.9722"
"20/06/2019","US DOLLAR","101.9028","101.8028","102.0028"
"19/06/2019","US DOLLAR","102.0222","101.9222","102.1222"
"18/06/2019","US DOLLAR","102.0033","101.9033","102.1033"
"17/06/2019","US DOLLAR","101.8167","101.7167","101.9167"
"14/06/2019","US DOLLAR","101.5478","101.4478","101.6478"
"13/06/2019","US DOLLAR","101.3883","101.2883","101.4883"
"12/06/2019","US DOLLAR","101.3833","101.2833","101.4833"
"11/06/2019","US DOLLAR","101.2767","101.1767","101.3767"
"10/06/2019","US DOLLAR","101.2050","101.1050","101.3050"
"07/06/2019","US DOLLAR","101.3000","101.2000","101.4000"
"06/06/2019","US DOLLAR","101.3500","101.2500","101.4500"
"04/06/2019","US DOLLAR","101.2806","101.1806","101.3806"
"03/06/2019","US DOLLAR","101.2872","101.1872","101.3872"
"31/05/2019","US DOLLAR","101.3556","101.2556","101.4556"
"30/05/2019","US DOLLAR","101.4011","101.3011","101.5011"
"29/05/2019","US DOLLAR","101.2778","101.1778","101.3778"
"28/05/2019","US DOLLAR","101.2378","101.1400","101.3356"
"27/05/2019","US DOLLAR","101.2400","101.1400","101.3400"
"24/05/2019","US DOLLAR","101.2261","101.1261","101.3261"
"23/05/2019","US DOLLAR","101.2167","101.1167","101.3167"
"22/05/2019","US DOLLAR","101.1694","101.0694","101.2694"
"21/05/2019","US DOLLAR","101.1117","101.0117","101.2117"
"20/05/2019","US DOLLAR","101.1111","101.0111","101.2111"
"17/05/2019","US DOLLAR","101.1194","101.0194","101.2194"
"16/05/2019","US DOLLAR","101.1069","101.0111","101.2028"
"15/05/2019","US DOLLAR","101.0944","100.9944","101.1944"
"14/05/2019","US DOLLAR","101.0692","100.9733","101.1650"
"13/05/2019","US DOLLAR","101.0736","100.9778","101.1694"
"10/05/2019","US DOLLAR","101.1344","101.0344","101.2344"
"09/05/2019","US DOLLAR","101.1856","101.0856","101.2856"
"08/05/2019","US DOLLAR","101.0472","100.9472","101.1472"
"07/05/2019","US DOLLAR","100.9417","100.8417","101.0417"
"06/05/2019","US DOLLAR","101.0978","100.9978","101.1978"
"03/05/2019","US DOLLAR","100.9000","100.8000","101.0000"
"02/05/2019","US DOLLAR","101.1972","101.0972","101.2972"
"30/04/2019","US DOLLAR","101.3803","101.2789","101.4817"
"29/04/2019","US DOLLAR","101.4900","101.3872","101.5928"
"26/04/2019","US DOLLAR","101.5122","101.4122","101.6122"
"25/04/2019","US DOLLAR","101.5478","101.4478","101.6478"
"24/04/2019","US DOLLAR","101.5361","101.4361","101.6361"
"23/04/2019","US DOLLAR","101.3353","101.2339","101.4367"
"18/04/2019","US DOLLAR","101.2583","101.1583","101.3583"
"17/04/2019","US DOLLAR","101.0556","100.9556","101.1556"
"16/04/2019","US DOLLAR","100.9972","100.8972","101.0972"
"15/04/2019","US DOLLAR","100.9906","100.8906","101.0906"
"12/04/2019","US DOLLAR","100.9528","100.8528","101.0528"
"11/04/2019","US DOLLAR","101.0944","100.9944","101.1944"
"10/04/2019","US DOLLAR","100.8422","100.7422","100.9422"
"09/04/2019","US DOLLAR","100.6417","100.5417","100.7417"
"08/04/2019","US DOLLAR","100.6333","100.5361","100.7306"
"05/04/2019","US DOLLAR","100.7167","100.6167","100.8167"
"04/04/2019","US DOLLAR","100.8006","100.7006","100.9006"
"03/04/2019","US DOLLAR","100.9033","100.8033","101.0033"
"02/04/2019","US DOLLAR","100.8444","100.7444","100.9444"
"01/04/2019","US DOLLAR","100.7806","100.6861","100.8750"
"29/03/2019","US DOLLAR","100.7500","100.6500","100.8500"
"28/03/2019","US DOLLAR","100.8778","100.7778","100.9778"
"27/03/2019","US DOLLAR","100.9556","100.8556","101.0556"
"26/03/2019","US DOLLAR","100.9639","100.8639","101.0639"
"25/03/2019","US DOLLAR","100.7028","100.6028","100.8028"
"22/03/2019","US DOLLAR","100.7778","100.6778","100.8778"
"21/03/2019","US DOLLAR","101.0072","100.9072","101.1072"
"20/03/2019","US DOLLAR","100.8500","100.7500","100.9500"
"19/03/2019","US DOLLAR","100.6583","100.5583","100.7583"
"18/03/2019","US DOLLAR","100.2956","100.1956","100.3956"
"15/03/2019","US DOLLAR","100.1678","100.0678","100.2678"
"14/03/2019","US DOLLAR","100.2400","100.1400","100.3400"
"13/03/2019","US DOLLAR","100.1861","100.0861","100.2861"
"12/03/2019","US DOLLAR","99.6056","99.5056","99.7056"
"11/03/2019","US DOLLAR","99.6511","99.5511","99.7511"
"08/03/2019","US DOLLAR","99.7100","99.6100","99.8100"
"07/03/2019","US DOLLAR","100.0239","99.9239","100.1239"
"06/03/2019","US DOLLAR","100.0483","99.9483","100.1483"
"05/03/2019","US DOLLAR","100.0389","99.9389","100.1389"
"04/03/2019","US DOLLAR","100.0417","99.9417","100.1417"
"01/03/2019","US DOLLAR","100.0428","99.9456","100.1400"
"28/02/2019","US DOLLAR","100.0861","99.9861","100.1861"
"27/02/2019","US DOLLAR","100.1278","100.0278","100.2278"
"26/02/2019","US DOLLAR","100.0694","99.9694","100.1694"
"25/02/2019","US DOLLAR","100.1822","100.0822","100.2822"
"22/02/2019","US DOLLAR","100.2228","100.1256","100.3200"
"21/02/2019","US DOLLAR","100.2400","100.1428","100.3372"
"20/02/2019","US DOLLAR","100.2678","100.1678","100.3678"
"19/02/2019","US DOLLAR","100.1722","100.0722","100.2722"
"18/02/2019","US DOLLAR","100.1917","100.0917","100.2917"
"15/02/2019","US DOLLAR","100.2400","100.1400","100.3400"
"14/02/2019","US DOLLAR","100.2489","100.1489","100.3489"
"13/02/2019","US DOLLAR","100.2772","100.1772","100.3772"
"12/02/2019","US DOLLAR","100.5289","100.4289","100.6289"
"11/02/2019","US DOLLAR","100.3594","100.2594","100.4594"
"08/02/2019","US DOLLAR","100.1478","100.0478","100.2478"
"07/02/2019","US DOLLAR","100.0950","99.9950","100.1950"
"06/02/2019","US DOLLAR","100.0722","99.9722","100.1722"
"05/02/2019","US DOLLAR","100.1500","100.0500","100.2500"
"04/02/2019","US DOLLAR","100.3750","100.2750","100.4750"
"01/02/2019","US DOLLAR","100.6194","100.5194","100.7194"
"31/01/2019","US DOLLAR","100.8900","100.7928","100.9872"
"30/01/2019","US DOLLAR","100.8211","100.7239","100.9183"
"29/01/2019","US DOLLAR","100.7139","100.6139","100.8139"
"28/01/2019","US DOLLAR","100.8000","100.7000","100.9000"
"25/01/2019","US DOLLAR","101.0833","100.9833","101.1833"
"24/01/2019","US DOLLAR","101.4056","101.3056","101.5056"
"23/01/2019","US DOLLAR","101.6011","101.5011","101.7011"
"22/01/2019","US DOLLAR","101.6017","101.5017","101.7017"
"21/01/2019","US DOLLAR","101.7089","101.6089","101.8089"
"18/01/2019","US DOLLAR","101.7306","101.6306","101.8306"
"17/01/2019","US DOLLAR","101.7017","101.6044","101.7989"
"16/01/2019","US DOLLAR","101.7139","101.6139","101.8139"
"15/01/2019","US DOLLAR","101.6972","101.5972","101.7972"
"14/01/2019","US DOLLAR","101.7417","101.6417","101.8417"
"11/01/2019","US DOLLAR","101.7544","101.6544","101.8544"
"10/01/2019","US DOLLAR","101.8572","101.7572","101.9572"
"09/01/2019","US DOLLAR","101.9572","101.8572","102.0572"
"08/01/2019","US DOLLAR","101.8694","101.7694","101.9694"
"07/01/2019","US DOLLAR","102.0972","102.0000","102.1944"
"04/01/2019","US DOLLAR","102.1611","102.0639","102.2583"
"03/01/2019","US DOLLAR","102.1183","102.0211","102.2156"
"02/01/2019","US DOLLAR","101.8322","101.7322","101.9322"
